user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,context_precision,context_recall
Is the black color heritable and caused by only one recessive gene locus ?,"['A melanistic morph of the leopard occurs particularly in mountainous areas and rain forests. The black color is heritable and caused by only one recessive gene locus. In some regions, for example on the Malayan Peninsula, up to half of all leopards are black. In Africa black leopards seem to be most common in the Ethiopian Highlands. While they are commonly called black panthers, the term is not applied exclusively to leopards. Black leopards are less successful on the African plains because their colouration makes them stand out.']",The black color is heritable and caused by only one recessive gene locus.,Yes,,0.8885793741398866,0.9999999999,1.0
"Is the leopard -LRB- panthera pardus -RRB- an old world mammal of the felidae family and the smallest of the four (`` ` big cats ('' ' of the genus panthera , along with the tiger , lion , and jaguar?","[""The leopard (Panthera pardus) is an Old World mammal of the Felidae family and the smallest of the four 'big cats' of the genus Panthera, along with the tiger, lion, and jaguar. Leopards that are melanistic, either all-black or very dark in coloration, are known colloquially as Black Panthers.""]",yes.,Yes,,,0.9999999999,1.0
Can a panther be any of several species of large felid?,"['A panther can be any of several species of large felid; in North America, the term refers to cougars, in South America, jaguars, and elsewhere, leopards. Early naturalists distinguished between leopards and panthers not by colour (a common misconception), but by the length of the tail panthers having longer tails than leopards.']",yes.,Yes,,0.7544057873434703,0.9999999999,
Is the leopard an agile and graceful predator?,"[""The species' success owes in part to its opportunistic hunting behaviour and its adaptability to a variety of habitats. The leopard consumes virtually any animal it can catch and ranges from rainforest to desert. Its ecological role resembles that of the similarly-sized cougar in the Americas. Physically, the spotted cat most closely resembles the jaguar, although it is of lighter build.""]",leopards).,Yes,,0.0,0.9999999999,
Is Liechtenstein bordered by Switzerland?,"['The Principality of Liechtenstein (  ( , ( ) is a tiny, doubly landlocked alpine country in Western Europe, bordered by Switzerland to its west and by Austria to its east. Mountainous, it is a winter sports resort, although it is perhaps best known as a tax haven. Despite this, it is not heavily urbanized. Many cultivated fields and small farms characterize its landscape both in the north (Unterland) and in the south (Oberland). It is the smallest German-speaking country in the world.']",yes.,Yes,1.0,,0.9999999999,1.0
Is Liechtenstein the smallest German-speaking country in the world?,"[""Liechtenstein is the fourth smallest country of Europe, after the Vatican City, Monaco, and San Marino. Its population is primarily ethnic Alemannic, although its resident population is approximately one third foreign-born, primarily German speakers from the Federal Republic of Germany, Austria, and the Swiss Confederation, other Swiss, Italians, and Turks. Foreign-born people make up two-thirds of the country's workforce. Nationals are referred to by the plural: Liechtensteiners.""]",Yes.,Yes,0.0,0.756732418656563,,0.0
Was Liechtenstein part of the ancient Roman province of Raetia?,"['At one time, the territory of Liechtenstein formed a part of the ancient Roman province of Raetia. For centuries this territory, geographically removed from European strategic interests, had little impact on the tide of European history. Prior to the reign of its current dynasty, the region was enfeoffed to a line of the counts of Hohenems.']",yes.,Yes,,,0.9999999999,1.0
When was the first factory opened?,"['Liechtenstein also had many advances in the nineteenth century, as in 1836, the first factory was opened, making ceramics. In 1861, the Savings and Loans Bank was founded, as was the first cotton-weaving mill. Two bridges over the Rhine were built in 1868, and in 1872 a railway line across Liechtenstein was constructed.']",1836.,1836,,,,1.0
How many municipalities is Liechtenstein divided into?,"['The principality of Liechtenstein is divided into 11 municipalities called gemeinden (singular gemeinde). The gemeinden mostly consist only of a single town. Five of them fall within the electoral district Unterland (the lower county), and the remainder within Oberland (the upper county).']",11 municipalities.,11,,0.8985986652487078,0.9999999999,1.0
What is the national currency of Liechtenstein?,"[""Liechtenstein participates in a customs union with Switzerland and employs the Swiss franc as national currency. The country imports more than 90% of its energy requirements. Liechtenstein has been a member of the European Economic Area (an organization serving as a bridge between the European Free Trade Association (EFTA) and the European Union) since May 1995 . The government is working to harmonize its economic policies with those of an integrated Europe. Since 2002, Liechtenstein's rate of unemployment has doubled, although it stood at only 2.2% in the third quarter of 2004. Currently, there is only one hospital in Liechtenstein, the Liechtensteinisches Landesspital in Vaduz. The GDP (PPP) is $1.786 billion CIA World Factbook ( link)  and $25,000 per person.""]",in the north (Unterland).,Swiss franc,,0.0,,1.0
Has Leichtenstein worked to promote the county's image by prosecuting international money-laundering?,"[""Recently, Liechtenstein has shown strong determination to prosecute any international money-laundering and worked to promote the country's image as a legitimate financing center.""]",Yes.,Yes,,0.7688223045201824,0.9999999999,
What company administers Leichtenstein's railways?,"[""Rail: 9.5 kilometres (5.9 mi) of railway connect Austria and Switzerland through Liechtenstein. The country's railways are administered by the Austrian Federal Railways as part of the route between Feldkirch, Austria, and Buchs SG, Switzerland. Four stations in Liechtenstein, namely Schaan-Vaduz, Forst Hilti, Nendeln, and Schaanwald, are served by an irregularly stopping train service running between Feldkirch and Buchs. While EuroCity and other long distance international trains also make use of the route, these do not call at Liechtenstein stations.""]",Austrian Federal Railways.,Austrian Federal Railways,,,0.9999999999,1.0
What percentage of Liechtenstein's population is foreign-born?,"[""Liechtenstein is the fourth smallest country of Europe, after the Vatican City, Monaco, and San Marino. Its population is primarily ethnic Alemannic, although its resident population is approximately one third foreign-born, primarily German speakers from the Federal Republic of Germany, Austria, and the Swiss Confederation, other Swiss, Italians, and Turks. Foreign-born people make up two-thirds of the country's workforce. Nationals are referred to by the plural: Liechtensteiners.""]",one third.,two-thirds,1.0,0.7890629109232066,0.9999999999,1.0
Is there an airport in Liechtenstein?,['Air: There is no airport in Liechtenstein (the nearest large airport is ZÃ¼rich Airport). There is a small heliport at Balzers in Liechtenstein   available for charter helicopter flights.'],No.,No.,,0.7517833718360172,0.9999999999,1.0
Is Liechtenstein heavily urbanized?,"['The Principality of Liechtenstein (  ( , ( ) is a tiny, doubly landlocked alpine country in Western Europe, bordered by Switzerland to its west and by Austria to its east. Mountainous, it is a winter sports resort, although it is perhaps best known as a tax haven. Despite this, it is not heavily urbanized. Many cultivated fields and small farms characterize its landscape both in the north (Unterland) and in the south (Oberland). It is the smallest German-speaking country in the world.']",not heavily urbanized.,No.,,0.0,0.9999999999,
Is Liechtenstein doubly landlocked?,['Liechtenstein is one of only two doubly landlocked countries in the worldâ\x80\x94being a landlocked country wholly surrounded by other landlocked countriesâ\x80\x94the other is Uzbekistan. It is the only country with a predominantly German-speaking population that does not share a border with the Federal Republic of Germany.'],yes.,Yes.,1.0,,,1.0
Does Liechtenstein have an army?,['Liechtenstein is one of the few countries in the world to have no army; defense is the responsibility of Switzerland.'],no army.,No.,,0.0,,1.0
When was Liechtenstein's current constitution adopted?,"[""Liechtenstein's current constitution was adopted in October 1921. It established in Liechtenstein a constitutional monarchy ruled by the reigning prince of the Princely House of Liechtenstein. It also established a parliamentary system, although the reigning prince retained substantial political authority.""]",October 1921.,October 1921.,1.0,0.8026419130385275,,1.0
What is the official language of Liechtenstein?,"[""Liechtenstein is the fourth smallest country of Europe, after the Vatican City, Monaco, and San Marino. Its population is primarily ethnic Alemannic, although its resident population is approximately one third foreign-born, primarily German speakers from the Federal Republic of Germany, Austria, and the Swiss Confederation, other Swiss, Italians, and Turks. Foreign-born people make up two-thirds of the country's workforce. Nationals are referred to by the plural: Liechtensteiners.""]",German.,German.,0.0,,0.9999999999,
What countries border Liechtenstein?,['Liechtenstein is one of only two doubly landlocked countries in the worldâ\x80\x94being a landlocked country wholly surrounded by other landlocked countriesâ\x80\x94the other is Uzbekistan. It is the only country with a predominantly German-speaking population that does not share a border with the Federal Republic of Germany.'],Uzbekistan.,Switzerland and Austria.,1.0,0.760294205353978,0.0,
What Roman province was Liechtenstein part of?,"['At one time, the territory of Liechtenstein formed a part of the ancient Roman province of Raetia. For centuries this territory, geographically removed from European strategic interests, had little impact on the tide of European history. Prior to the reign of its current dynasty, the region was enfeoffed to a line of the counts of Hohenems.']",Raetia.,Raetia.,,,0.9999999999,1.0
How many municipalities are within Oberland?,"['There are 25 cities with a population of at least 100,000. Until now, several of the largest cities have a metropolitan area: ConstanÅ£a (550,000 people), BraÅ\x9fov, IaÅ\x9fi (both with around 400,000) and Oradea (260,000) and several others are planned: TimiÅ\x9foara (400,000), Cluj-Napoca (400,000), GalaÅ£i-Braila (600,000), Craiova (370,000), Bacau and PloieÅ\x9fti.    ""Map of Romanian municipalities that can have metorpolitan areas in maroon""']",319.,6.,0.0,,0.0,0.0
What is the smallest German-speaking country in the world?,"[""Liechtenstein is the fourth smallest country of Europe, after the Vatican City, Monaco, and San Marino. Its population is primarily ethnic Alemannic, although its resident population is approximately one third foreign-born, primarily German speakers from the Federal Republic of Germany, Austria, and the Swiss Confederation, other Swiss, Italians, and Turks. Foreign-born people make up two-thirds of the country's workforce. Nationals are referred to by the plural: Liechtensteiners.""]",Liechtenstein.,Liechtenstein,,0.8525058488414602,0.9999999999,1.0
"The Savings and Loans Bank was founded, as was the first cotton-weaving mill in what year?","['Liechtenstein also had many advances in the nineteenth century, as in 1836, the first factory was opened, making ceramics. In 1861, the Savings and Loans Bank was founded, as was the first cotton-weaving mill. Two bridges over the Rhine were built in 1868, and in 1872 a railway line across Liechtenstein was constructed.']",1861.,1861,1.0,0.8040592274098163,0.9999999999,
What enjoys one of the world's highest standards of living?,"['Singapore has been rated as the most business-friendly economy in the world, with thousands of foreign expatriates working in multi-national corporations.    The city-state also employs tens of thousands of foreign blue-collared workers from around the world.']",Singapore.,Liechtenstein's population,,0.7886776517729427,0.0,
Does the state court rule on the conformity of laws?,"['Judicial authority is vested in the Regional Court at Vaduz, the Princely High Court of Appeal at Vaduz, the Princely Supreme Court, the Administrative Court, and the State Court. The State Court rules on the conformity of laws with the constitution. The State Court has five members elected by the parliament.']",Yes.,Yes,1.0,,0.9999999999,
What do most recognizable international company and largest employer have in common?,"[""Liechtenstein's most recognizable international company and largest employer is Hilti, a manufacturer of concrete fastening systems. Liechtenstein also is the home of the Curta calculator.""]",Hilti.,They are Hilti.,1.0,0.7853181502005012,0.9999999999,1.0
Was Liechtenstein completed in November 2000?,"[""Liechtenstein's current constitution was adopted in October 1921. It established in Liechtenstein a constitutional monarchy ruled by the reigning prince of the Princely House of Liechtenstein. It also established a parliamentary system, although the reigning prince retained substantial political authority.""]",no.,No,0.0,,,0.0
What completed in November?,"['An academic conference on Coolidge was held July 30â\x80\x9331, 1998, at the John F. Kennedy Library to mark the 75th anniversary of his lantern-light homestead inaugural.']",coins and notes.,the Kunstmuseum Liechtenstein,,0.7196754057243578,,0.0
The State Court rules what?,"[""Most civil disputes appear before a State Court; appeals are heard before the High Court. The Supreme Court is the country's highest court, and hears final cassation appeals and conducts case reviews. Other courts include the Commercial Court, which handles bankruptcy and insolvency; a State Administrative Court to hear administrative law cases against the government; a Constitutional Court to hear disputes concerning legality of law, general elections, dissolution of political parties, and the scope of authority of state institutions; and a Religious Court to deal with specific religious cases.""]",conformity of laws with the constitution.,on the conformity of laws with the constitution,0.0,0.8408393904040983,0.0,1.0
The Historical Society of the Principality of Liechtenstein plays what?,"['As a result of its small size Liechtenstein has been strongly affected by external cultural influences, most notably those originating in the southern German-speaking areas of Europe, including Austria, Bavaria, Switzerland, and Tyrol. The Historical Society of the Principality of Liechtenstein plays a role in preserving the culture and history of the country.']",preserving the culture and history of the country.,a role in preserving the culture and history of the country.,,0.7471563743244638,0.9999999999,1.0
Is the museum collection also the national art collection of Liechtenstein ?,['The other important museum is the Liechtenstein National Museum (Liechtensteinisches Landesmuseum) showing permanent exhibition on the cultural and natural history of Liechtenstein as well as special exhibitions. There are also a Stamp and a Ski Museum.'],There are also a Stamp and a Ski Museum.,Yes,,,0.0,
Is there a small heliport at Balzers in Liechtenstein available for charter helicopter flights ?,['Air: There is no airport in Liechtenstein (the nearest large airport is ZÃ¼rich Airport). There is a small heliport at Balzers in Liechtenstein   available for charter helicopter flights.'],There is a small heliport at Balzers.,Yes,,0.9512364974151472,0.9999999999,1.0
Are nationals referred to by the plural : Liechtensteiners ?,"[""Liechtenstein is the fourth smallest country of Europe, after the Vatican City, Monaco, and San Marino. Its population is primarily ethnic Alemannic, although its resident population is approximately one third foreign-born, primarily German speakers from the Federal Republic of Germany, Austria, and the Swiss Confederation, other Swiss, Italians, and Turks. Foreign-born people make up two-thirds of the country's workforce. Nationals are referred to by the plural: Liechtensteiners.""]",Yes.,Yes,1.0,,0.9999999999,
"Is it a winter sports resort , although it is perhaps best known as a tax haven ?","['The Principality of Liechtenstein (  ( , ( ) is a tiny, doubly landlocked alpine country in Western Europe, bordered by Switzerland to its west and by Austria to its east. Mountainous, it is a winter sports resort, although it is perhaps best known as a tax haven. Despite this, it is not heavily urbanized. Many cultivated fields and small farms characterize its landscape both in the north (Unterland) and in the south (Oberland). It is the smallest German-speaking country in the world.']",yes.,Yes,,,0.9999999999,
Is it a winter sports resort?,"[""Although many tourists visit for the ideal weather during the summer, winter also attracts hundreds of thousands for its Christmas festivities and winter sports and activities such as skiing, dog sledding and Nordic walking. Finland is regarded as the home of Saint Nicholas or Santa Claus. Santaâ\x80\x99s Post Office is also located in Finland, up in the northern Lapland region. Above the Arctic Circle, there is a polar night, a period when the sun doesn't rise for days or weeks, or even months. Lapland, the extreme north of Finland, is so far north that the Aurora Borealis, atmospheric fluorescence, is seen regularly in winter. This exquisite spectacle draws people from around the globe, particularly from Japan.""]",yes.,Yes,,,,
Is it the smallest german-speaking country in the world?,"[""Liechtenstein is the fourth smallest country of Europe, after the Vatican City, Monaco, and San Marino. Its population is primarily ethnic Alemannic, although its resident population is approximately one third foreign-born, primarily German speakers from the Federal Republic of Germany, Austria, and the Swiss Confederation, other Swiss, Italians, and Turks. Foreign-born people make up two-thirds of the country's workforce. Nationals are referred to by the plural: Liechtensteiners.""]",Yes.,Yes,,,,
"What happened in moravia , lower austria , silesia , and styria , though in all cases , these territories were held in fief under other more senior feudal lords?","['The Liechtenstein dynasty, from which the principality takes its name (rather than vice-versa), comes from Castle Liechtenstein in faraway Lower Austria, which the family possessed from at least 1140 to the thirteenth century, and from 1807 onward. Through the centuries, the dynasty acquired vast swathes of land, predominantly in Moravia, Lower Austria, Silesia, and Styria, though in all cases, these territories were held in fief under other more senior feudal lords, particularly under various lines of the Habsburg family, to whom several Liechtenstein princes served as close advisors. Thus, and without any territory held directly under the Imperial throne, the Liechtenstein dynasty was unable to meet a primary requirement to qualify for a seat in the Imperial diet, the Reichstag.']","Imperial diet, the Reichstag.",The Liechtenstein Dynasty acquired vast swaths of land,,,0.9999999999,1.0
"Did Webster write, ""I can now sleep of nights""?","['Each measure obtained a majority, and, by September 20, President Fillmore had signed them into law. Webster wrote, ""I can now sleep of nights.""']",yes.,Yes.,0.0,0.7879929520076429,0.9999999999,1.0
Was the arrival of Louis Kossuth (exiled leader of a failed Hungarian revolution) another issue that presented itself during Fillmore's presidency?,"[""Another issue that presented itself during Fillmore's presidency was the arrival of Louis Kossuth (exiled leader of a failed Hungarian revolution). Kossuth wanted the United States to abandon its non-intervention policies when it came to European affairs and recognize Hungaryâ\x80\x99s independence. The problem came with the enormous support Kossuth received from German-American immigrants to the United States (who were essential in the re-election of both Whigs and Democrats). Fillmore refused to change American policy, and decided to remain neutral despite the political implications that neutrality would produce.""]",yes,Yes,1.0,0.7504223314482202,,1.0
"Did he die at 11:10 p.m. on March 8, 1874, of the after-effects of a stroke?","['He died at 11:10 p.m. on March 8, 1874, of the after-effects of a stroke.  His last words were alleged to be, upon being fed some soup, ""the nourishment is palatable.""  On January 7 each year, a ceremony is held at his grave site in the Forest Lawn Cemetery in Buffalo.']",yes.,Yes,,0.7575501882488536,,
Who got Seward elected to the senate?,"[""Fillmore was also selected in part to block New York state machine boss Thurlow Weed from receiving the vice presidential nomination (and his front man William H. Seward from receiving a position in Taylor's cabinet). Weed ultimately got Seward elected to the senate. This competition between Seward and Fillmore led to Seward's becoming a more vocal part of cabinet meetings and having more of a voice than Fillmore in advising the administration. The battle would continue even after Taylor's death.""]",Thurlow Weed.,Weed,,,0.9999999999,
Where was Commodore Matthew C. Perry sent to open Japan to Western trade?,"[""Another important legacy of Fillmore's administration was the sending of Commodore Matthew C. Perry to open Japan to Western trade, though Perry did not reach Japan until Franklin Pierce had replaced Fillmore as president.""]",Japan.,Japan,,0.8102817213665681,0.9999999999,1.0
What is The Remarkable Millard Fillmore?,['Millard Fillmore postage stamp'],postage stamp.,A fake biography based on real events that happened in Fillmore's life.,,,0.0,0.0
Did Fillmore form a law partnership before or after he founded the private University of Buffalo?,"['Fillmore was one of the founders of the University of Buffalo. The school was chartered by an act of the New York State Legislature on May 11, 1846, and at first was only a medical school.  Fillmore was the first Chancellor, a position he maintained while both Vice President and President.  Upon completing his presidency, Fillmore returned to Buffalo, where he continued to serve as chancellor.']",after.,Before.,,,0.0,
Did Fillmore run for President a second time?,"[""He ran in the election of 1856 as the party's candidate, attempting to win a non-consecutive second term as President (a feat accomplished only once in American politics, by Grover Cleveland).  His running mate was Andrew Jackson Donelson, nephew of former president Andrew Jackson. Fillmore and Donelson finished third, carrying only the state of Maryland and its eight electoral votes; but he won 21.6% of the popular vote, one of the best showings ever by a Presidential third-party candidate.""]",Fillmore was never elected President.,Yes,,0.9306428480474103,0.9999999999,1.0
How long after the death of his first wife did Fillmore marry Caroline McIntosh?,"['On February 10, 1858, after the death of his first wife, Fillmore married Caroline McIntosh, a wealthy widow. Their combined wealth allowed them to purchase a big house in Buffalo, New York. The house became the center of hospitality for visitors, until her health began to decline in the 1860s.']",1858.,where is the death date of his first wife?,,,0.0,0.0
Was Millard Fillmore the thirteenth President of the United States?,"[""Millard Fillmore (January 7, 1800   March 8, 1874) was the thirteenth President of the United States, serving from 1850 until 1853, and the last member of the Whig Party to hold that office. He was the second Vice President to assume the Presidency upon the death of a sitting President, succeeding Zachary Taylor who died of acute gastroenteritis. Fillmore was never elected President; after serving out Taylor's term, he failed to gain the nomination for the Presidency of the Whigs in the 1852 presidential election, and, four years later, in the 1856 presidential election, he again failed to win election as President as the Know Nothing Party and Whig candidate.""]",no.,yes,0.0,0.7341998574688632,,1.0
"Was Millard Fillmore born on January 7, 1800?","['Fillmore was born in a log cabin in Summerhill, New York, to Nathaniel and Phoebe Millard Fillmore, as the second of nine children and the eldest son.    Though a Unitarian in later life,   ']",no,yes,,,,0.0
"Did Millard Fillmore die on March 8, 1974?","[""Millard Fillmore (January 7, 1800   March 8, 1874) was the thirteenth President of the United States, serving from 1850 until 1853, and the last member of the Whig Party to hold that office. He was the second Vice President to assume the Presidency upon the death of a sitting President, succeeding Zachary Taylor who died of acute gastroenteritis. Fillmore was never elected President; after serving out Taylor's term, he failed to gain the nomination for the Presidency of the Whigs in the 1852 presidential election, and, four years later, in the 1856 presidential election, he again failed to win election as President as the Know Nothing Party and Whig candidate.""]",no,no,,0.7510152353912077,,
Where was Millard Fillmore born?,"['Fillmore was born in a log cabin in Summerhill, New York, to Nathaniel and Phoebe Millard Fillmore, as the second of nine children and the eldest son.    Though a Unitarian in later life,   ']","Summerhill, New York.","in a log cabin in Summerhill, New York",1.0,,0.9999999999,1.0
To whom was Millard Fillmore born to?,"['Fillmore was born in a log cabin in Summerhill, New York, to Nathaniel and Phoebe Millard Fillmore, as the second of nine children and the eldest son.    Though a Unitarian in later life,   ']",Nathaniel and Phoebe.,to Nathaniel and Phoebe Millard Fillmore,,,,
Who did Millard Fillmore fall in love with?,"[""*Queen Victoria said that Millard Fillmore was the handsomest man she'd ever seen.""]",Caroline McIntosh.,He fell in love with Abigail Powers,0.0,,0.0,0.0
What did Taylor and Fillmore disagree upon?,"['Taylor and Fillmore disagreed on the slavery issue in the new western territories taken from Mexico in the Mexican-American War. Taylor wanted the new states to be free states, while Fillmore supported slavery in those states as a means of appeasing the South. In his own words: ""God knows that I detest slavery, but it is an existing evil ... and we must endure it and give it such protection as is guaranteed by the Constitution.""']",the slavery issue.,slavory issues,,,0.9999999999,0.0
How did Fillmore ascend to the presidency?,"['As president, Fillmore dealt with increasing party divisions within the Whig party; party harmony became one of his primary objectives. He tried to unite the party by pointing out the differences between the Whigs and the Democrats (by proposing tariff reforms that negatively reflected on the Democratic Party). Another primary objective of Fillmore was to preserve the Union from the intensifying slavery debate.']",upon the sudden and unexpected death of President Taylor,"upon the death of the sitting president, Taylor",,0.8930149084092281,,0.0
How did the supporters of Henry Clay feel about Fillmore in 1848?,"['At the Whig national convention in 1848, the nomination of Gen. Zachary Taylor for president angered the supporters of Henry Clay as well as the opponents of slavery extension into the territory gained by the U.S.-Mexican War. A group of practical Whig politicians nominated Fillmore for vice president, believing that he would heal party wounds and help the ticket carry New York state.']",angered,they were ok with him,,0.7565956861528368,0.9999999999,
Who was first apprenticed to a fuller to learn the cloth-making trade?,"['*J. P. Muirhead, Origin and Progress of the Mechanical Inventions of James Watt (London, 1854).  ']",Beveridge.,millard fillmore,,0.7429738208683481,0.0,0.0
He founded the private university of buffalo on what date?,"['In 1846, he founded the private University of Buffalo, which today is the public State University of New York at Buffalo (UB, University at Buffalo), the largest school in the New York state university system.']",1846.,1846,,0.7847422740629311,0.9999999999,
Who or what fell in love with abigail powers?,"['In 1764, Adams married Abigail Smith (1744â\x80\x931818), the daughter of a Congregational minister,Rev. William Smith, at Weymouth, Massachusetts. Their children were Abigail (1765-1813); future president John Quincy (1767-1848); Susanna (1768â\x80\x931770); Charles (1770-1800); Thomas Boylston (1772-1832); and Elizabeth (1775) who was stillborn.']",William Stephens Smith,millard fillmore,,0.7554938290225072,,
Was Fillmore one of the founders of the University of Buffalo?,"['Fillmore was one of the founders of the University of Buffalo. The school was chartered by an act of the New York State Legislature on May 11, 1846, and at first was only a medical school.  Fillmore was the first Chancellor, a position he maintained while both Vice President and President.  Upon completing his presidency, Fillmore returned to Buffalo, where he continued to serve as chancellor.']",Yes.,yes,,0.7454932321448865,,
Was Another primary objective of Fillmore to preserve the Union from the intensifying slavery debate?,"['As president, Fillmore dealt with increasing party divisions within the Whig party; party harmony became one of his primary objectives. He tried to unite the party by pointing out the differences between the Whigs and the Democrats (by proposing tariff reforms that negatively reflected on the Democratic Party). Another primary objective of Fillmore was to preserve the Union from the intensifying slavery debate.']",Yes.,yes,,,0.9999999999,1.0
"Was Fillmore the second Chancellor, a position he maintained while both Vice President and President?",['*Fillmore is the first of two presidents to have been an indentured servant. He was a clothmaker.'],no.,no,,0.722136391480824,0.0,0.0
Is Fillmore the first of two presidents to have been an indentured servant ?,['*Fillmore is the first of two presidents to have been an indentured servant. He was a clothmaker.'],Fillmore is the first of two presidents to have been an indentured servant,yes,,0.9326603082891788,0.9999999999,
Is the comic strip Mallard Fillmore named after the president ?,['*The comic strip Mallard Fillmore is named after the president.'],Mallard Fillmore is named after the president.,yes,,,0.9999999999,
Was Fillmore the first U.S. President born after the death of a former president ?,"[""*Fillmore was the first U.S. President born after the death of a former president, as he was born three weeks after George Washington's death on December 14, 1799.""]",Fillmore was the first U.S. President born after the death of a former president,yes,,0.9393197717791857,,1.0
"Did Fillmore not turn down the honor , explaining that he had neither the `` literary nor scientific attainment '' to justify the degree ?","['After the death of his daughter Mary, Fillmore went abroad. While touring Europe in 1855, Fillmore was offered an honorary Doctor of Civil Law (D.C.L.) degree by the University of Oxford.  Fillmore turned down the honor, explaining that he had neither the ""literary nor scientific attainment"" to justify the degree.  He is also quoted as having explained that he ""lacked the benefit of a classical education"" and could not, therefore, understand the Latin text of the diploma, then joking that he believed ""no man should accept a degree he cannot read.""']",Fillmore turned down the honor.,no,1.0,,0.9999999999,
"What happened in a log cabin in summerhill , new york?",['Symbolic log cabin at Abraham Lincoln Birthplace National Historic Site.'],Roosevelt rebuilt his life.,Fillmore was born,,0.755588761501771,,
"Who was born precisely at midnight during an electrical storm , to a Serbian family in the village of Smiljan near Gospić , in the Lika region of the Croatian Krajina in Military Frontier ( part of the Austrian Empire ) , in the present-day Croatia . ?","['According to legend, Tesla was born precisely at midnight during an electrical storm, to a Serbian family in the village of Smiljan near GospiÄ\x87, in the Lika region of the Croatian Krajina in Military Frontier (part of the Austrian Empire), in the present-day Croatia. Dommermuth-Costa, Carol, Nikola Tesla: A Spark of Genius, pp. 11-12. 1994. ISBN']",Nikola is from the Orlovi subgroup.,Nikola Tesla,,,,1.0
Are there at least two films describing Tesla 's life ?,"[""* There are at least two films describing Tesla's life. In the first, filmed in 1977, arranged for TV, Tesla was portrayed by Rade Å\xa0erbedÅ¾ija. In 1980, Orson Welles produced a Yugoslav film named  Tajna Nikole Tesle (The Secret of Nikola Tesla), in which Welles himself played the part of Tesla's patron, J.P. Morgan. Film was directed by Krsto PapiÄ\x87, and Nikola Tesla was portrayed by Petar BoÅ¾oviÄ\x87.""]",Yes.,Yes.,,,0.9999999999,1.0
Have a number of live theatrical plays based on Tesla 's life been produced and staged worldwide ?,"[""A number of live theatrical plays based on Tesla's life have been produced and staged worldwide.  ""]",A number of live theatrical plays have been produced and staged worldwide.,yes.,,0.0,,1.0
Do sea otters have long muscular tails?,"['Otters have long, slim bodies and relatively short limbs, with webbed paws. Most have sharp claws on their feet, and all but the sea otter have long muscular tails.']",yes.,no,,0.7545636752317969,,
Can otters survive in cold water?,"['Otters do not depend on their specialized fur alone for survival in the cold waters where many live: they also have very high metabolic rates. For example Eurasian otters must eat 15% of their body-weight a day, and sea otters, 20 to 25%, depending on the temperature. In water as warm as 10Â°C an otter needs to catch 100 g of fish per hour to survive.  Most species hunt for 3 to 5 hours a day, and nursing mothers up to 8 hours a day.']",yes.,yes,,,,0.0
Does the giant otter inhabit South Africa?,"['The giant otter (Pteronura brasiliensis) inhabits South America, especially the Amazon river basin, but is becoming increasingly rare due to poaching, habitat loss, and the use of mercury and other toxins in illegal alluvial gold mining. This gregarious animal grows to a length of up to 1.8 metres (6 feet), and is more aquatic than most other otters.']",no,no,,0.7567684929673087,0.9999999999,0.0
How many species of otter are there?,['Eurasian otter'],13 species.,13,,0.9154218227230132,,0.0
What do river otters eat?,"['The northern river otter (Lontra canadensis) became one of the major animals hunted and trapped for fur in North America after European contact. As one of the most playful, curious, and active species of otter, they have become a popular exhibit in zoos and aquaria, but unwelcome on agricultural land because they alter river banks for access, sliding, and defense . River otters eat a variety of fish and shellfish, as well as small land mammals and birds.  They grow to 1 m (3 to 4 feet) in length and weigh from 5 to 15 kg (10 to 30 pounds).']",fish and shellfish.,"a variety of fish and shellfish, as well as small land mammals and birds",1.0,,0.9999999999,
How much do sea otters weigh?,"['Sea otters eat shellfish and other invertebrates (especially clams, abalone, and sea urchins ), frequently using rocks as crude tools to smash open shells. They grow to 1 to 1.5 m (2.5 to 5 feet) in length and weigh 30 kg (about 65 pounds). Although once near extinction, they have begun to spread again, from remnant populations in California and Alaska.']",about 65 pounds.,30 kg (about 65 pounds),,0.8214270900672972,,
How do sea otters insulate themselves?,"['Unlike most marine mammals such as (seals or whales), sea otters do not have a layer of insulating blubber. As with other species of otter, they rely on a layer of air trapped in their fur, which they keep topped up by blowing into the fur from their mouths.  They spend most of their time in the water, whereas other otters spend much of their time on land.']",blowing into the fur from their mouths.,a layer of air trapped in their fur(!),,,0.9999999999,1.0
Why are sea otters nearly extinct?,"['Sea otters (Enhydra lutris) live along the Pacific coast of North America.  Their historic range included shallow waters of the Bering Strait and Kamchatka, and as far south as Japan. Sea otters have some 200,000 hairs per square cm of skin, a rich fur for which humans hunted them almost to extinction. By the time the 1911 Fur Seal Treaty gave them protection, so few sea otters remained that the fur trade had become unprofitable.']",fur trade had become unprofitable.,They've been hunted for their fur,,,0.9999999999,1.0
